R,I,A,S,E,C,numerical_reasoning,analytical_thinking,creativity,communication,risk_tolerance,domain_exposure,career_cluster
0.3954377061994533,0.23165334496830228,0.7298728790435502,0.801162129761195,0.9258985193995207,0.3899648750758347,0.34768964945184433,0.44476562152512794,0.42628337835486535,0.8499701957181401,0.8163718390766154,0.34317817497331665,marketing
0.29764660523523767,0.4794103401150371,0.9159838655328523,0.35722511812534163,0.7738460924626189,0.1021909228865743,0.1821065682189558,0.4634271792140256,0.8119838607454095,0.6152490909496519,0.6019077350898762,0.4650177220353186,graphic_design
0.9145362711822523,0.32830806904905185,0.9257739501901805,0.2719867278759207,0.6020223572211189,0.593349252294751,0.8984314665180608,0.5929263405921591,0.676815380278676,0.38184687402714795,0.3716911633772292,0.8212972691659347,architecture
0.26418426577102044,0.5456746609192789,0.9229430586366925,0.9705873002450598,0.5634212617202042,0.2715791063736373,0.4902261509483833,0.4959877909404685,0.7750854353024573,0.9414447233659362,0.41256707158008227,0.6571101947596418,education
0.342792006548519,0.5830680231336556,0.10110096038191124,0.5723237562792904,0.8438066084177623,0.9110378202563826,0.9948730493698474,0.6337327409950289,0.14191887056814043,0.5196981805326362,0.42760594330197477,0.848150610647618,finance
0.08531401627938058,0.6669027706652013,0.9224152084611351,0.9125510453774706,0.5385897045706179,0.49609080008051754,0.4553890072043418,0.562390924002754,0.7811527553673724,0.9734281273778174,0.11677123627615271,0.3043296374659687,psychology
0.468557555980535,0.4388390864210357,0.5493804234744236,0.5130228768985604,0.9665477320927628,0.15186763827052727,0.38802312599789185,0.4334221016360012,0.7159027750509621,0.6226334682068083,0.9828552223731646,0.9436959336778379,entrepreneurship
0.07469626453529375,0.9113159743938727,0.1831089852464514,0.1498999618487473,0.4625848682063993,0.38316449728139135,0.8893259000938938,0.8962097323501369,0.48959083691296656,0.4093019245669675,0.32994303095952987,0.6168532669782255,software_engineering
0.2249664377103185,0.9846443055386114,0.33051187752764577,0.23805027779305127,0.5710873429360858,0.6722354446474995,0.991330402733152,0.9297111170222433,0.25918159933934987,0.5556867813125957,0.3876552140714026,0.5406384361574157,data_science
0.471547317270107,0.840503128945603,0.05692433166619959,0.8704925560368716,0.4467993349278375,0.7026554622133045,0.6225615879192204,0.9126598726619776,0.1407162436372869,0.7646815224318243,0.2915225781006205,0.7374755212175652,medicine
0.16595895384286394,0.45049800277639707,0.7920099653939989,0.930943144146627,0.9224117110222246,0.5252711310131768,0.47426334880991144,0.7227909928449986,0.7472646799914964,0.9916958405304842,0.8655002471194684,0.42355885609336086,marketing
0.46004747051402456,0.5939763926666084,0.8387595805554137,0.23703615541370746,0.35662385920962825,0.5271540662224385,0.38595884727372987,0.193647601688784,0.9764184986748722,0.5407605968948732,0.4485787368903856,0.38151478344784767,graphic_design
0.8708036894901984,0.8168619940308198,0.8728601690137874,0.16231140298285343,0.44481768330053095,0.6372281951988339,0.6957002515710543,0.7806605967573443,0.9201031782428096,0.3377555583344379,0.32100996818676053,0.7860668379955281,architecture
0.2372027774349263,0.20763327872752316,0.3621858295358598,0.9382081983039373,0.7527201113778592,0.47104050110817874,0.663691729005603,0.6830387781245719,0.6790451636562528,0.8718466695001476,0.34038186014505345,0.5312046474229731,education
0.4865689104450469,0.871194967648931,0.31024669178968173,0.17489948423499466,0.5985294513203147,0.9936174226703539,0.9747590065833124,0.8711776468927791,0.39591341350611703,0.6993839491083824,0.14317474769398447,0.6551448128796119,finance
0.06158208134559146,0.8905532668165069,0.7528022472278394,0.8902049648280528,0.43520341909364785,0.4202155317400703,0.3299655565115197,0.8285729304399475,0.7973515881235148,0.9659708170187946,0.30290349904022934,0.5658896617886997,psychology
0.7795422975365037,0.603362209171353,0.6236595898017918,0.7936489792675483,0.9683693492085553,0.5486319934376727,0.42333785055259066,0.6341183599678042,0.6972714706719233,0.7168068963205418,0.9455713202405528,0.5553440039991887,entrepreneurship
0.2440755151246721,0.8678749822429584,0.16742218937238088,0.38650392228567304,0.49011842880529055,0.6216187837436115,0.8999979409288934,0.7195680278754676,0.6486158032298313,0.1699458797558743,0.45508995716430106,0.9002298197569789,software_engineering
0.11836838468673827,0.8760699360608868,0.4261022292754527,0.4009901446961649,0.293222353596789,0.8072062026328101,0.7117349191687549,0.8189049682650326,0.2643121674350216,0.39950973429149356,0.37667736402038504,0.4512924615321683,data_science
0.34950463956641614,0.7881051950427909,0.19014921396585827,0.7925539974758737,0.4060975890406793,0.7351074895195016,0.342310359981953,0.7589546417375447,0.4084246356629607,0.8289363471088355,0.17630250153878127,0.9766979947208274,medicine
0.1297914668446254,0.4790320887314682,0.7634348560823925,0.728374917934864,0.6356690249059921,0.5970566971834036,0.1880028481966527,0.6127993086429337,0.5297450371114164,0.9500348361857562,0.8075973412140329,0.6752923429710144,marketing
0.722700370577972,0.3470013762033158,0.9986696200401292,0.14063934921676494,0.24933545796013368,0.06506309287414441,0.45923634636079586,0.37181321553052316,0.7619207212081474,0.484748350409993,0.5783126740545322,0.4971548794418642,graphic_design
0.6884970266614401,0.4129970755739811,0.9524087813306242,0.561603729234558,0.4438261606130658,0.4050059861257959,0.4386349047875318,0.6776165129950528,0.9139921643214047,0.6652556356521332,0.2634861633643492,0.5846410813647182,architecture
0.6051954299951036,0.4430682301213087,0.8225203982582651,0.8738988926856177,0.47656046325201545,0.5808641285467842,0.5080812001465528,0.5456848140231597,0.3656093417028459,0.9120346815771808,0.35332130164149156,0.3415462582072303,education
0.2706485750288569,0.5679431842807,0.19525135636498095,0.26026158914135106,0.7283586892825231,0.8642778365561767,0.8251169213733734,0.7784140900838128,0.3271766148647071,0.6287073958825589,0.430647199349229,0.5897732923481052,finance
0.21069353031428,0.5339822851195647,0.6979071669755149,0.9124998622187274,0.4754914474323955,0.060150307701133054,0.4715816286237727,0.5929172187237752,0.8011712031771958,0.9918256222346461,0.28391417714561923,0.60668467036596,psychology
0.6262419614817661,0.46004693866058527,0.6079822507220884,0.7127905734194404,0.8190332141887057,0.2813151026794304,0.4405686190123925,0.5341806377883692,0.8256156637440553,0.5992425374800694,0.8336289716413683,0.4742181191041747,entrepreneurship
0.3718244137452016,0.6892166114901397,0.1844211249321373,0.12108871621739338,0.5097641529419609,0.5081854520936674,0.6082225551975857,0.5679100054577998,0.6135906579582917,0.5943216930199828,0.32680643007329163,0.5156489308937805,software_engineering
0.05104195245642754,0.9677153746721162,0.43415654390910796,0.1887420848645302,0.17369712719739092,0.7411973912819035,0.9011144808396986,0.9671735499123487,0.32084995747743883,0.44490474172287237,0.10033854103080517,0.39537527355526786,data_science
0.5202181356932725,0.4004720054505126,0.07694356885488657,0.719599930309241,0.16777798203567232,0.8060264214116624,0.6454530844205497,0.8407393059010699,0.14861650472767185,0.8039797816973278,0.05183772810156993,0.7598975189103053,medicine
0.5026153738998851,0.39627487620724294,0.48431836422561664,0.5172070418851821,0.9366355191103906,0.6724534342057991,0.375922340700774,0.6737336222413549,0.8946198346661034,0.8012824115007648,0.693503089172558,0.44032664731020704,marketing
0.5442755882385368,0.08870828406693523,0.9235147538136429,0.09616653963089962,0.5368981881259591,0.16948498242472665,0.36527482785532456,0.37807894671967957,0.8178881284987615,0.56102648222267,0.635532982685929,0.25711086934628147,graphic_design
0.7390877414752591,0.6257346894369874,0.7646755854595501,0.2882725407737143,0.528229407282346,0.6128554335857264,0.42855697047992214,0.7697991943640379,0.7795170509608095,0.7631290091238158,0.30341401467976503,0.5279087420588076,architecture
0.5764440860104347,0.6680715538772336,0.49360934056693107,0.9260064076993249,0.585143548408782,0.7904929131484116,0.3203834371607655,0.7428857966315063,0.771065929195748,0.8018248039704058,0.44657862921625113,0.37881893009994083,education
0.20910222821436245,0.8758849877098339,0.1018250284336765,0.11424988812672338,0.7854975216700603,0.8830057272908644,0.971216225402611,0.7634311570011039,0.19950931324519972,0.518158247799577,0.7868943942904025,0.6199383638503275,finance
0.16140907378754463,0.7169945871370023,0.5754592252130073,0.9145708685248284,0.47746717663041965,0.3930896059513927,0.6162102522464377,0.5925377053332729,0.548350945825396,0.9516509213169312,0.3997770110819836,0.6890063022143835,psychology
0.8205340307731676,0.3776589066111051,0.4720618118188915,0.6820168312343987,0.6133735668591556,0.3505905258140078,0.4736560906502597,0.7779030866924668,0.6080172350146387,0.9623315106995751,0.9705792927219976,0.6916079319176107,entrepreneurship
0.3471496482417458,0.7170134807502313,0.1613105742749037,0.24459336946390361,0.2311320402456359,0.4596005373706358,0.9204006675413676,0.395021718085157,0.8075964642271539,0.24107145301719268,0.449397770049139,0.7429673458391467,software_engineering
0.0886794514882467,0.9645722495719516,0.24496882427025257,0.22536669105839616,0.2753229662557697,0.6330799905737088,0.9317453450483916,0.9838062757969922,0.32231169341885657,0.6388264538481948,0.38636299332378904,0.5862504385043357,data_science
0.752486244740187,0.8045028734356883,0.09596585974251791,0.8832042559843446,0.5968888281605401,0.6679867201223257,0.7809193244657817,0.804669132819674,0.32222431304675214,0.7409019593880292,0.22078870732084507,0.8297174020514132,medicine
0.06892450174730996,0.24998061116913148,0.5281695651152329,0.8401034714921438,0.9644189710388288,0.5717132995769976,0.6332495825109723,0.3545174740402422,0.8842570939193422,0.8985687802983416,0.6036557839225895,0.6377360863316283,marketing
0.36162772872804944,0.2992481254371483,0.9420555643787621,0.17890907585852725,0.42932199211987615,0.18302042741954186,0.24102537457104944,0.22818447643390743,0.7943266542158557,0.42757163952568444,0.5581220912069214,0.4545406608367793,graphic_design
0.7729298652586137,0.673169602007212,0.9300604283401773,0.14143874957857125,0.3348020931740711,0.16072822423552866,0.34878299288746034,0.3868355468654244,0.7919926676985072,0.45041322399341277,0.3517740457848385,0.6260695838855636,architecture
0.30231277653560995,0.5038143290367385,0.6807669149876693,0.9609117868128505,0.479982445160544,0.6964050002880742,0.33325062304247877,0.28232926163340766,0.6707444911963552,0.7971764917820574,0.41773925684854074,0.2521358016704527,education
0.09816174374667118,0.912533611802826,0.29491694890200926,0.42560020552631617,0.6772196140242774,0.7187853234013569,0.7601779493255458,0.7262652909730785,0.11496242734766476,0.7698066922469918,0.6533457126916391,0.5990219436116256,finance
0.19794852018537118,0.6066026244897308,0.5663958670114491,0.7462906024848892,0.5064202370033164,0.3441994438948332,0.17748434449838885,0.5949184907401441,0.8312931510417387,0.2684036197657661,0.15954153978084729,0.5292320108884074,psychology
0.4793708778388214,0.5887387723938926,0.6399099274398706,0.5445134588248116,0.9294593818432005,0.16022549121882287,0.3338501761332363,0.507580132952032,0.562166392723456,0.8183248673999631,0.8800941480234074,0.6903978250352761,entrepreneurship
0.2753789981488841,0.9462983996987653,0.11297481476782148,0.08549943971941318,0.2571897251399477,0.8282383496612943,0.7212073162032799,0.8018523882874566,0.5988602134179725,0.2751661549813188,0.5196466672901052,0.6414972830822779,software_engineering
0.35991808866878305,0.974353728254018,0.3905182600917457,0.2556394673518959,0.35250468517161304,0.6924811670368527,0.9284076770222953,0.9897866864753428,0.5669472335108924,0.35007253640938224,0.1376227099873111,0.8283975439926847,data_science
0.3538767926459589,0.6444968989447772,0.2310247237908483,0.9099513128115811,0.19019214886813524,0.673916169544262,0.3811387301572551,0.6631060270849651,0.183684461233957,0.7572276320118724,0.3505374832743146,0.8308433791318857,medicine
0.5189469831696742,0.16747275814965942,0.7725798474495474,0.6643853796104762,0.947664292626101,0.3034042945423973,0.46772221220718374,0.5581526721960369,0.7231626074943801,0.9521946457207388,0.5616142823248859,0.5458389976227473,marketing
0.45735291671108547,0.23708944137108232,0.9912226962415385,0.33797648351675424,0.6661829166112497,0.2553424733381825,0.29351795720781165,0.49076061942820576,0.8436471784088037,0.695918076187457,0.1676248633052877,0.38545437672830263,graphic_design
0.6620726277629501,0.7795116322033081,0.8805457630470251,0.2506851149782448,0.4772214338951447,0.1670156637957868,0.45211505222665643,0.599826082915471,0.9470185042874341,0.5384111311219674,0.1785661063964858,0.5993706256776387,architecture
0.3624026785559438,0.400615485717167,0.4775375300667711,0.9713142967091581,0.806256624941625,0.55854500760569,0.3330823415486161,0.48723198758611574,0.713603473561622,0.9260684408462999,0.2464370343857609,0.33671901784412095,education
0.39314295249109243,0.8455141044535968,0.07075175115571282,0.4318618624908275,0.37324086912677107,0.9957016760021934,0.8641755781595253,0.4670094086319611,0.030431768595725484,0.735909099125116,0.5329688423725933,0.7243318132960895,finance
0.13339483013356454,0.6888148494867775,0.5404521363657186,0.9479557493504693,0.6142790843025107,0.5762399130945679,0.24879877996599278,0.6803726991525934,0.6001403450943337,0.6146560919612454,0.35178850981720494,0.36873586581341583,psychology
0.45945516728528135,0.28097099989226093,0.4338410667216517,0.37891089660512717,0.9781624934852536,0.6462018851292447,0.4008857485997166,0.7643426122165727,0.746698074671959,0.5781045396397554,0.9596080181725882,0.7759407088060057,entrepreneurship
0.4670299190945165,0.922986777368524,0.22447796513041662,0.1558002943768502,0.2901352311670121,0.6791306295212948,0.8068106760955818,0.7848868604467668,0.45370182160454453,0.6236737261261268,0.14416267444590553,0.6758082972376828,software_engineering
0.10203457794705525,0.9832349584834861,0.3604622846441132,0.332810673794313,0.38357757943657245,0.8416197159596814,0.9444378466000752,0.8616010437470017,0.2505646544895983,0.21638433038805088,0.20410863796458062,0.4991120148569065,data_science
0.6081515168753877,0.4507303880741761,0.06252889454017194,0.8309273045908196,0.2975452239461421,0.743640833349223,0.9059897755333964,0.6737231716381236,0.3679796306034076,0.8408417755431671,0.39351521008190377,0.6830180850427918,medicine
0.04389341538472964,0.314908928903236,0.6299469782978107,0.49125406889683765,0.9595856954137061,0.48981052078090154,0.31941911176752275,0.704717663947843,0.6785910129299667,0.943599883638397,0.6377279209619305,0.680790705461287,marketing
0.4513768932083139,0.08918629385844837,0.9857785975166884,0.15566702156063109,0.5979684050405393,0.09145056974244556,0.11475094920974749,0.263353650367676,0.9422778635867862,0.5733043473056826,0.5268082702760899,0.16122416513470325,graphic_design
0.8691648406229566,0.6428392726201764,0.9923337200004966,0.38641948567752565,0.6165994637406267,0.528141516718339,0.8583333116846745,0.6227850036069708,0.7029381673941753,0.5149519533338195,0.2921722650827888,0.6290644859470228,architecture
0.40168784750884956,0.41759538026634474,0.5703976504790793,0.9549646268821621,0.5811828867617581,0.4369377536515775,0.591785521070238,0.6409848477833034,0.51678589876088,0.9222488657182082,0.22835202711025088,0.7116751922069916,education
0.177283167395297,0.7489061864276544,0.12352093364565882,0.19100565826299123,0.44259028913971543,0.7854692362173704,0.983406392583069,0.7731589073617828,0.34471382980550774,0.5555299028698232,0.3029109904869413,0.778454255811652,finance
0.12505171972213883,0.6977581548129161,0.6385121147009039,0.9491318175494977,0.4532870881232738,0.5745756856407386,0.3889136054667962,0.5765356151964961,0.17167175047800495,0.9000048114721012,0.18538018885686253,0.578847629498901,psychology
0.7455621437772149,0.6642253583671909,0.6781425068948606,0.5045925630397372,0.993575276229647,0.3121913550659185,0.21255420265680494,0.5028413854372803,0.8394188389285494,0.5726701678175461,0.6868784503780596,0.6812105682060849,entrepreneurship
0.09660111113199692,0.9362668792519457,0.23688225223148618,0.10336933332178264,0.11264358586114298,0.6701961927568612,0.9142473538071414,0.8070650570940563,0.5771351860587768,0.3535029437677211,0.28525992907918707,0.796118117562261,software_engineering
0.07504933691121486,0.95170903094067,0.4961288739855889,0.08058732026184827,0.26462418101159374,0.698671279985633,0.9400880243079793,0.9576455992603646,0.2106977353111682,0.5714617314554226,0.5666516799073817,0.6732118340083316,data_science
0.5123028733105862,0.8139341591989703,0.33844309652888493,0.9512504836995892,0.36162941226465156,0.6778723672200325,0.6334678547457119,0.5411701444689827,0.12152448033206842,0.9270067408825077,0.27799128138539675,0.7446281244095527,medicine
0.23690787441296426,0.21852836058405845,0.7997508157903319,0.7202323369795944,0.9560416388572736,0.43735309169446934,0.20604037227225228,0.3692693831546078,0.49830096224033843,0.8945434778008688,0.665292965238068,0.3109520377636136,marketing
0.383992275930458,0.561468524375436,0.9928617160735553,0.4281116101257695,0.6309848988017203,0.22171552075401582,0.15885303194777436,0.2094898952086649,0.9064876354030611,0.3763703828772624,0.6529387843370165,0.2695002561415761,graphic_design
0.7636868995741269,0.6580614124739108,0.7509282370612582,0.46446766391676486,0.07577735610224014,0.6701555702356319,0.8881295781183697,0.7558646447012418,0.8582109923597389,0.4494614961721646,0.11231301803240235,0.4772912823372198,architecture
0.15900093370043825,0.5606989821917749,0.6820503241772865,0.9743227881803586,0.5605589899780642,0.4298974397630756,0.592942296238429,0.7927981773369913,0.4849155321926641,0.9675863366541858,0.4431575370388088,0.4438751883006762,education
0.3270787410046182,0.7635376599009218,0.2765640627296507,0.20765205345219812,0.45801514767218526,0.9916383241034453,0.9288044676393481,0.8360342030076114,0.6327797791007886,0.7427852756642473,0.5834445531233201,0.42399253213402666,finance
0.46824920483070104,0.8210374246844145,0.6878082778078757,0.9655791412724561,0.48302869368331625,0.441248571768763,0.36000010416172873,0.7843047336824017,0.8318455822734951,0.6807143312740652,0.43141177028348904,0.2603838716649404,psychology
0.5632298479072833,0.4554931679316526,0.4007043080551893,0.4998929878325008,0.9924819695260241,0.040108087982361894,0.39354882241573225,0.37074309531997623,0.7146068936183264,0.6186158697304662,0.6947886545068978,0.7437376637090648,entrepreneurship
0.36667558614335655,0.746814011927166,0.1767433176189904,0.23240893940118623,0.18201948079473015,0.8718177066361442,0.8238310483544476,0.7348850075897116,0.47812260987785643,0.08419163664815502,0.25959517869304294,0.5162681813062618,software_engineering
0.16426006462569706,0.955764557115059,0.3388337055610015,0.532207116821812,0.18337276000578792,0.8552289503983928,0.9061897828734367,0.8292217594287943,0.578717838038444,0.2812291947633368,0.2772535684305557,0.719439472518249,data_science
0.5174070138692831,0.913976697161736,0.18727490807527575,0.6572171846119779,0.4501907774236722,0.7486936521874211,0.7235559574736986,0.8781374600460948,0.374298308995429,0.673731956172569,0.11484701697755267,0.9120049642358654,medicine
0.19432370887338127,0.5613115962166615,0.7444775229645219,0.8665198157821885,0.8852816661506047,0.3905855163446065,0.2516772794812881,0.43637856626252225,0.7017339154361661,0.9710074148111709,0.6595050708501539,0.8707287884603803,marketing
0.24950606717800167,0.1601678093366864,0.9754960249777084,0.10645641549798361,0.5130780511631323,0.2677369110300343,0.4873980572157257,0.6036126284063457,0.8588145547645981,0.4991764326355931,0.39752455658306746,0.4621282540760635,graphic_design
0.7610407316137414,0.7509862102800382,0.6282543980068701,0.3403935116085816,0.433278046557413,0.5008954060711396,0.5588271837100359,0.45212181060470896,0.8627118692905456,0.40431222844614173,0.1503178568577551,0.38724259994424254,architecture
0.23828778796866912,0.3831223213191903,0.725381526007602,0.9889475520377077,0.2529933504053494,0.796493593633417,0.2578249509096823,0.5333083577845968,0.5838583930925146,0.9132029332993244,0.27121605051738296,0.3073209741489753,education
0.41063707570483465,0.5407383872454354,0.3424402090947288,0.32771253920117416,0.7393431779176028,0.9745837257624141,0.7244176741354788,0.8401033674483652,0.057818254448787146,0.6740536414986099,0.5312161367774254,0.9406773201760532,finance
0.2874543135061293,0.6483275065253702,0.7148259754707454,0.9896206018259425,0.5165207732257313,0.4061760137653135,0.5329591982904872,0.48592160028929376,0.5329110317242021,0.7417360831037706,0.6173444314688143,0.6983298011980741,psychology
0.6343339725152977,0.5131288223730366,0.2974434683277013,0.8636452301403932,0.9231749862556133,0.11257097111762601,0.3436091999418501,0.3084358961836281,0.7877156040034103,0.8870646936175121,0.8899172875228545,0.6469970812859045,entrepreneurship
0.2565865656330658,0.8420057393457026,0.5271516240635042,0.5267167388727455,0.33810502177701085,0.756343419037319,0.971648037378701,0.8603799935320471,0.4612310763186785,0.2721131009977981,0.1247022132226107,0.8675875703195866,software_engineering
0.33713877738762976,0.9521516560663655,0.11912688638204867,0.269940867070559,0.08169045266556133,0.9179304914876291,0.7766489829046749,0.9074781659974166,0.40843293032276967,0.251905709496722,0.2040736239575737,0.7010868772650506,data_science
0.4325899125556445,0.6270180724026748,0.07902579375527881,0.8895091006144914,0.21174620913375217,0.7621304635062208,0.512636520264968,0.6169451306782012,0.30977283823222734,0.9449171640601941,0.04193503719326918,0.6937792981754872,medicine
0.23666069258259234,0.3531830649527205,0.42806238458269674,0.8041648115541774,0.9985166237326417,0.0742560556799425,0.23924155990821241,0.6602927253229905,0.5628053879985927,0.8503125114122687,0.782436832395222,0.6302152284419411,marketing
0.18313443934178797,0.3842719234955736,0.8552823150518976,0.33770920946947336,0.7196518871178811,0.17325584585549278,0.4300303227029555,0.5476756440126234,0.8238287036200344,0.7901271568479922,0.39751454934565106,0.552457170771536,graphic_design
0.7440384136619134,0.8523125840937152,0.9780364149676197,0.35467976404411045,0.5456200898452063,0.6895178882199974,0.759982121653045,0.7665105995172118,0.8775339680395281,0.39820657472902987,0.3617257216590634,0.8031504250938711,architecture
0.5180396289785942,0.496624783514925,0.774511281815262,0.9836700324931237,0.4873929768838598,0.659891804907583,0.3523260661846624,0.3296420402101247,0.830957927948367,0.9652312479229774,0.3111371284238835,0.5259680032579965,education
0.35017371255289675,0.7657954453409715,0.18580794777215257,0.15202865134115376,0.6310643599828255,0.775871975457004,0.9926320169697576,0.5475814775476483,0.16963279919949167,0.48909214704629256,0.5070717778097094,0.6741802819797148,finance
0.21179105562497216,0.4975653992535402,0.5625309565492388,0.855481324821354,0.6226156989315127,0.3952918424890606,0.4454428726154,0.5195695312826563,0.5689049842537882,0.8415380138183058,0.2048104459807232,0.7601885296232408,psychology
0.7061054789001059,0.5813090129244445,0.3962433870773275,0.8022126136640878,0.9452373369933018,0.2853339586601077,0.4284325656280406,0.6599502081240991,0.7689408624454203,0.8299298093401297,0.9754573875615873,0.7534091228438701,entrepreneurship
0.2532133579462729,0.5410730444879595,0.17607620388724432,0.13080864587852317,0.3039837537993158,0.8146859282057134,0.7957766973061164,0.8225395927088617,0.6785794695097087,0.6228383045867105,0.15757310980346279,0.4243760948795356,software_engineering
0.1617020463116569,0.9185633605947495,0.22619923126866642,0.18912881429319164,0.1775488431615407,0.9077037730664467,0.9777357539293512,0.9946013056035866,0.28772989225536716,0.643891457379366,0.1343880656586956,0.6363801024010368,data_science
0.6585781574381923,0.6486247572832183,0.43707083856324136,0.6585943937784916,0.4484713540753688,0.6532475892730301,0.6976342261217281,0.6856292857202573,0.3142563314256338,0.8926753727132551,0.1938005882683355,0.7252917070004398,medicine
0.31250510200471365,0.36809411073261483,0.5911742961424234,0.9035519088900478,0.9146004653883518,0.45150832540208,0.36697309056285365,0.49720159289945637,0.8379698035367614,0.9900549469781419,0.6556533164408439,0.8085680941160144,marketing
